username,review,calificacion
Gerardo Ramírez,"Los cortes son ricos, la opción de bebidas es muy variada, es ideal para ir en pareja, en un grupo o familia. Lo que tiene en contra es es tamaño del lugar que es algo reducido, se hace fila…",3
Pepe Lalo,"Muy rico, muy buena atención y sobre todo exelentes las espadas con cortes de carne",4
Nodanit cano,"En general excelente, solo que vigilen la carne por que me tocó un corte que parecía liga, pero todo exquisito",4
Sergio Cerezo,"Servicio regular, se enfría muy rápido los alimentos",1
Elbuen Chingun,Muy bueno son rápidos es limpio y muy rico,4
Idalia Bello,No me gusto nada la verdad que no se en que consiste pero veía pasar los carritos ofreciéndole a las mesas y a la mía pasaron solo una vez muy horrible,0
Nahum Filio Gallardo,"Mala atención, tardaron mucho entre cambios, quemado, reseco. Esta vez muy mal",1
Froy Gutiérrez,"Ya no es como antes, cortes muy salados, recalentados y poca variedad, pobre y caro.",1
José Antonio Luviano Vázquez del Mercado,"Una churrascaría popular, bueno bonito y barato. No esperes mas de unas 5 espadas que valgan la pena.",2
Lorea Lezama,Es un lugar que no cuenta con la mejor calidad en sus cortes,2
Alondra Peza,"Para mí gusto la carne es un poco salada pero con un sabor muy rico. Lo que no me gustó es que los meseros te exigen forzosamente el 10% de la cuenta de propina, dejamos un poco menos y el mesero nos siguió hasta la entrada para pedirnos el resto de la propina, eso fue muy incómodo.",3
Mikeel Brito,Muy rico todo aunque un poco las porciones pero excelente trato felicidades por las normas de salubridad,4
Kenia Quiroz,"La atención es perfecta! el sabor de las carnes es exquisita! Las pastas, muy ricas, el buffet en toda la extensión que maneja es de excelencia!",4
Chewbacca BB,Excelente servicio ,4
Francisco Vite,Exelente servicio muy limpio y muy rico todo,4
Alejandro Trujillo,Excelente lugar saludos Chihuahua,4
Brianda Valero,Solo me gustaría que cuando uno pide un corte y lo quiere uno mas dorado lo hicieran,3
Contreras Valdez Ulises,"Tiene un muy buen sabor la carne, muy buena textura además la atención es impecable.",3
Marinka Ruiz,"Excelente,",4
Anna Michelle Zamora,"La comida y la atención excelente, como siempre.",4
Luis V.,Un excelente lugar para comer y disfrutar de la atención que te brindan. El precio es bastante aceptable.,4
Zen Magnus,Todo exlenete con excepción de un mesero qué simpre pide más propina.....,4
Yommi Kat,No había los vinos mostrados en la carta y el precio del clericot fue más que el mencionado en la.carta,3
lesli diaz,Buena comida y buen ambiente,4
fernanda abonce palacios,Muy buen servicio y económico,4
Jaqueline Lesli Piña Torres.,Está muy pequeño el lugar se hizo reservación sin embargo tardamos en entrar. El baño esta super pequeño,1
Sergio Montiel,"Muy mal servicio, además la carne seca y quemada.",1
Ana Escudero,"No me gustó, esta muy mal como atienden, y la comida fatal",0
Andreita Sepúlveda,Me encanta!!  Muy buena atención y servicio todo riquísimo,4
•]g mm[•,"Las diversas especialidades de carnes muy muy muy salada, Servicio lento Agua de guanabana poco sabor…",1
Jose Regalado,Pésimo servicio cortes fríos límite de comida ya no volveré a ir aho,0
Brenda Cortes Ramos,"La atención fue excelente y los cortes ni se diga, sin duda volvería.",4
FENIX0502,"las medidas de sana distancia son buenas, la gente está separada. Lo que no me gustó en esta ocasión fue que el agua está SUPER REBAJADA Y cuesta $165 pesos (parece agua de TANG ). Si eres vegetariano pocas opciones tienes para elegir y…",1
victor david gonzalez reyes,"Es un lugar para degustar de ricos cortes de carne al estilo Sudamericano, deliciosas bebidas, un basto bufet y una carta muy completa. La atencion es de lujo y todo a un buen precio. Te aseguro que pasaras un muy buen rato",3
Gabo Yurisman,"el servicio es bueno ,pero no revisan la comida y salen plasticos en los bocados",0
Iris Ramirez,Todo muy rico ,4
julio cortes,"Mm antes estaba bien ahora nos trataron algo mal los meseros, ademas la comida te la llevan en bloques pero la verdad es muy poca, talvez sea por esto de la nueva normalidad",1
Juan Carlos Diaz Valladares,Es un lugar donde el servicio es excelente y la comida tiene un sabor exquisito,4
Elena Vera,"Si siguen con las medidas de sanidad recomendadas eso es perfecto, pero lo malo que tiene es que no te dejan reservar por teléfono cosa que se me hace absurda, ya que vas y te anotan en una lista y te piden tu teléfono para que te marquen…",2
david muñoz,"Excelente servicio, muy buena atención con todas las medidas de sanidad.",4
Lia G,"Pésimo, carne quemada o completamente cruda. No es recomendable para nada. El gerente no da solución a nada.",0
Adrián MV,Calidad de alimentos no corresponde con el precio. Clericot muy recomendable,2
J.c.,"No se que paso, antes era de mis favoritas....",1
Guillermo Rivera Gutierrez,Permiten q la gente hable muy fuerte y realmente haciendo mucho escandalosa,2
Jose Arellano,"Con las nuevas normas por la pandemia se aplaude  cómo sirven los alimentos en carritos protegidos, se extraña cómo era antes qué uno se podía servir a su gustó, por qué creó qué te sirven muy limitado y de plano tuve qué decirle al…",1
Evangelina Martínez,Es un lugar muy agradable y se come rico ,4
Daniel Serrano,Excelente un poco caro.,3
Ana carmen Contreras,"Agradable, aunque ya no es lo mismo.",3
"La Casa del Dron, Vatel Drones México",Excelente lugar para comer,4
Hugo Calvino,La carne toda fría y las bebidas mal preparadas,0
israel Siordia,"Quizá por la pandemia, pero la carne está vez no me gustó, como cruda, la atención es muy buena",3
ARKCAEVAN JULIAN,Gran sabor Mi mejor recomendación lomo al vino blanco,4
leticia alonso,El lugar es lindo buen ambiente buena comida y excelente servicio por parte de su personal.,4
Verónica Casanova,Excelente el buffet,4
Jorge Alberto García López,"Excelente lugar, es pequeño y lo visita mucha gente, es muy familiar y la calidad de su cocina es superior. Buen precio y quiero destacar su mesa de ensaladas, de verdad que no escatiman en todo momento es muy vasta y variada. El acceso a…",4
Ana Gabriela Castellanos,"Habilitaron.el estacionamiento y está muy bien todo, la comida y la atención del personal. Muy atentos",3
IMELDA JAIMEN GARCIA,Muy salado. Sin variedad en ensaladas,1
Ricardo Cruz,Muy bien,3
Shanty Abarca,"Todo bien, solo que el baño es un poco pequeño y no tienen cambiador para bebé.",3
Manuel Padilla,Buen lugar y buen. Trato,4
Nedxelli L. Palafox,"Fenomenal su nueva opción de buffet, nadie tiene contrato con los alimentos más que los trabajadores quiénes cumplen con las medidas sanitarias. Excelente relación calidad-precio, muy recomendable.",4
Edmundo de Jesus Coronado Coutino,Excelente,4
ricardo valdez,Bien un poco apresurado de servirte por querer que circule rápido la gent pero bien la comida y la l servicio,3
Paulina Espinosa de los Monteros,Muy buena comida buen servicio el mesero muy amable,4
Lorena Hernández,"Excelente lugar, todo es muy rico",4
Zuleika Paz,"Limpio , rico y atienden muy bien",4
Chef Corona,Muy atentos muy amables,4
Virginia Carreón Lino,Excelente servicio y alimentos ricos,4
Gabriel MG,"Fuimos a este lugar para el cumpleaños de mí mamá, el restaurante está sobre Circuito Interior, desafortunadamente hay otro restaurante más adelante igual sobre Circuito, el cual yo confundí y después tuve que regresar.…",3
Adriana jimenez priego,Porque me llevo mi hijo para festejar el día de mi cumpleaños,4
alejandro cortes,Excelente lugar para disfrutar buena comida y deliciosa...,4
Ricardo Daniel Carrada Peña,Bueno el buffete pero los cortes no tan buenos.,2
ESTEBAN LOPEZ CHIMAL,"Como siempre con calidad, sabor, acorde el precio. Muy bien solucionado el buffet b en tiempos de pandemia",4
Oso Ramos,Muy rico,4
Ulises Hernández,"Las degustaciones de los cortes se enfrían muy rápido, y la experiencia no es la misma debido a la pandemia, pues la barra de ensaladas ya quitaron y ahora te llevan los alimentos a través de carritos, nada como era antes, pero aun así pasaran un buen rato, lo importante es la compañía.",2
ALEJANDRO MENDOZA DE LEON,"Excelente la comida y la atención, le llevan a uno la comida hasta el auto",4
ThekingDemon D,Buena comidaaaa,3
Benjamin Luna,Buen trato buena comida el unico pero es el estacionamiento que es independiente al lugar y el mas cercano es caro pir lo que se complica un poco el acceso al lugar en auto ya que esta frente a blv pto aereo por lo demas es recomendable,2
David Escamilla,"Excelente lugar para pasar una tarde agradable, además de un extenso menú y lo mejor; delicioso y a un precio razonable.",4
ALHELY CORTES,Me encantó,3
EmilmariaMaría Emilia Sabanero,Muy buena atención y como siempre la carne exquisita,4
Luz Maria Ledezma,Es un lugar donde se come muy rico y la atención es muy excelente.,4
Ravelo Film&Photo,Rico todo,4
Abraham Ybañez,"Execelente calidad, y muy bien ingeniado el servicio para esta contingencia, solo un poco lento que vuelva el carrito a tu mesa, pero se llevaron un 10. Precio razonable.",4
I TC,"La comida mas o menos, servicio de meseros pésimo.",1
itzel martinez,Super recomendable,4
Silvia Gpe. Manzano,Muy buena atención,4
Yazmin Oliva,Me encanta el lugar se come delicioso y las bebidas son exquisitas.,4
Duck Glz,Buen servicio por parte de los meseros,3
Nydia Garcia,"Buen servicio aunque hace mucho calor, no hay ventilación",2
Tomas Macedo,"A pesar de la Pandemia...el servicio para llevar, muy bien...",3
Borja González Oscar Yahir,"MUY BUEN RESTAURANTE, ATENCIÓN EXCELENTE Y EXCELENTE COMIDA",4
zait quiroz,Satisfecho,4
John McLeroy,"Servicio horrible, carne no está muy buena, no voy a regresar",0
Eliel Garcia Rodríguez,Excelente servicio con medidas sanitarias muy bien todo,4
Maria Elena Perea Cordero,Excelente servicio y delicioso,4
i CruX,Muy rico todo.,4
eduardo angeles,Caro para el servicio en el estacionamiento te cobran vip,2
Jose Rios,Todo está delicioso,4
Francisco Martinez,"Caro y un galeron nada agradable, la bebida muy limitada",2
Rene Dublan Rodriguez Lechuga,Buen lugar,3
FELIPE REYES URBINA,Excelente atención y servicio,4
Mónica S,"Buena opción para comer espadas de carne, el precio del buffet es bastante accesible al igual que las bebidas, cuenta con barra de ensaladas, buena variedad de carnes en espadas, el personal es amable y atento, normalmente esta muy lleno y tienes que hacer fila. Lo recomiendo al cien por ciento. El mejor lugar de este tipo por la zona",4
Israel Vite,Excelente servicio con la nueva normalidad. Todos los productos al 100 y muy buena organización.,4
Hugo Alberto Montero Serrano,"Bien por la atención, por la comida pero mal porque mi mesero (Hugo) me enganchó el vino más caro, sin haberme explicado y por esto mi cuenta aumentó 30% más, cuidado con lo q les ofrecen, chéquenlo antes!",2
Héctor De La Mora,Muy bueno!!!,3
Carlos Gonzalez,"Mal servicio, buena comida y se enojan porque les dejan el 10 por ciento de propina, cuando no lo merecen",1
Luis Cervantes,Buen sabor las ensaladas...al punto los cortes...las bebidas muy ricas...,2
Brenda Aguirre Ortiz,"Un lugar super recomendable, deliciosa comida y servicio!",4
Erick Llamas,Muy buen lugar para ir a comer... Las espadas de carne muy ricas,4
Vivian Villa,"Muy rica la comida, pero tardan en pasar de nuevo con las espadas",3
Antonio Parra,"Los meseros muy desatentos platicando entre ellos y no hacían caso y el sabor no es malo, pero tampoco increíble",2
Erik Santiago Noriega Bandala,"Buen lugar la comida esta muy rica, y la atención tambien en general todo muy bien ",4
Lucia Bolaños Cruz,Excelente,4
saul mclaren Lamborghini,"Exelente servicio, cumple con los requerimientos contra el covid-19, me encantó el tema de la protección de los alimentos, las ensaladas exelentes los cortes como siempre muy ricos y con el termino exacto.…",4
Isam Ramírez,"Cobraron $1,000 de más en la cuenta tengan cuidado",0
JAVIER NAJERA,Muy rico menu,4
Fernando Nava,Mediocre en todo.,1
vicky guz,No me tardaron mucho en dar mi mesa buena atención atentos los chicos meseros,4
Angeles uribe,Todo muy rico aunque sí ya un poco más caro Y cómo quedan un poco menos de carne,4
Sergio Rodriguez Ramirez,quitaron sus carteles de abierto y cerrado en el servicio de espadas y demerita,1
Cinthya Salinas,"Buena atención, precio accesible!! No recomendable fines de semana, demasiada gente!!",3
Ulises Caballero,"Muy buen concepto, todo muy fresco. Les recomiendo no ir muy temprano porque está muy lleno. La barra de guarniciones es variada y pasan a tu mesa frecuentemente los chicos de las espadas. Los mejores cortes vienen al final, así que no…",4
Alex Atilano,Exelente atención,4
LILY Q,"El concepto se adaptó a las necesidades, mesas separadas, todo el personal extrema higuene, el servicio es de 5 tiempos (Con la opción de repetir como siempre) los alimentos se presentan en vitrinas cerradas (se limpian y deainfectan) llegan a tu mesa, elijes lo que deseas y te lo sirven. Todos tan amables como siempre",4
Travelle,"Los cortes fuera de termino de cocción, la hostess pésima actitud.",1
Kevin David Sánchez De los Ríos,Un buen lugar para comer por él buffet,3
Tazika Millán,Mal servicio,1
Irma Aguirre,"Ya no es muy recomendable,ya k los cortes los tienen muy pasados y la comida la sirven fría...todo de mal gusto .,la fruta y postres sin sabor,no volveré ",0
Rafael Urbano,Es muy buen lugar,4
Yoni Se Quien,Limpio y un buen protocolo de seguridad ante la pandemia,4
Luz Chalte,"Tienen un nuevo sistema por la pandemia, más sin embargo el servicio no es bueno, la carne es rica,pero no siempre están al pendiente de pasar en tu mesa o se tardan muchísimo en pasar, y el mesero no está el pendiente de ayudarte con eso, espero puedan mejorar!",0
Miranda Villal,La comida súper rica y muy buen servicio de parte del personal,4
manuel gonzalez,Ahorita en tiempo de contingencia el servicio aún más limpio. Puesto que no tienes que levantarte de tu mesa.,4
